customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ID0089538018,2019-03-31,Thompson,"[('Olivia x460', 1), ('pearTV', 2), ('Universe Note', 1), ('iStream', 1)]",17445.0,68.32,-37.802028899999996,144.9565354,25,13152.07,Autumn,False,1.4482,awesome 👍 excellent 👍,1.0
ID6200183405,2019-07-26,Thompson,"[('pearTV', 1), ('Alcon 10', 1), ('Olivia x460', 2), ('Universe Note', 2)]",24610.0,77.53,-37.820160200000004,144.9508446,10,22226.53,Winter,True,0.8971,"high-end features for half the price! amazing phone with way more features than one would expect. also very high water resistance rating, excellent cameras, and plenty of memory with a memory card slot. using mine with google-fi and am super happy that i took the chance!",1.0
ID0060072263,2019-05-07,Nickolson,"[('Thunder line', 2), ('Olivia x460', 2), ('iStream', 2), ('Alcon 10', 1)]",16060.0,79.9,-37.820645500000005,144.9567325,0,16139.9,Autumn,True,1.1501,high quality phone great item. highly recommend .,1.0
ID3146808072,2019-02-16,Bakers,"[('Toshika 750', 1), ('iStream', 1)]",4470.0,71.32,-37.8120724,144.9871468,15,3870.82,Summer,False,0.7477,five stars pretty,1.0
ID2184616722,2019-01-30,Bakers,"[('iStream', 1), ('Thunder line', 2), ('Lucent 330S', 1), ('Alcon 10', 2)]",23640.0,93.31,-37.82636779999999,145.0184511,0,23733.31,Summer,False,2.7368,five stars very lovely phone,1.0
ID0310949036,2019-09-15,Bakers,"[('Thunder line', 1), ('iStream', 1)]",2330.0,85.89,-37.8054408,145.0013645,5,2299.39,Spring,True,0.7403,i will never buy toshika phone again... ... i will never buy toshika phone again....i use this phone for 3 months worst smart for experience ever.,0.0
ID0777829305,2019-06-28,Thompson,"[('Candle Inferno', 2), ('Thunder line', 1), ('Toshika 750', 1), ('iStream', 2)]",7660.0,65.22,-37.803875,144.95836469999998,0,7725.22,Winter,True,1.395,"faulty system. toshika needs to stick to everything but phones system fails a lot. phone freezes a lot. battery dies fast. there is a known bug called sudden death where the phone 'shuts off' but responds to the power button being touched, it'll buzz. used to love the phone now i love to hate it.",0.0
ID3132495219,2019-12-25,Nickolson,"[('pearTV', 1), ('Olivia x460', 2), ('Alcon 10', 2), ('Thunder line', 1)]",28840.0,72.46,-37.814062799999995,144.9642958,25,21702.46,Summer,False,0.6842,good works good,1.0
ID0176704338,2019-12-24,Nickolson,"[('Candle Inferno', 2), ('Toshika 750', 1), ('Thunder line', 1)]",7360.0,95.38,-37.811444099999996,144.9638582,5,7087.38,Summer,True,0.9404,"... cell phone a couple month ago and it is fantastic, i really works good and no problems at ... i bought this universe j3 cell phone a couple month ago and it is fantastic,i really works good and no problems at all.very fast service .,",1.0
ID2948774567,2019-04-11,Nickolson,"[('Olivia x460', 1), ('iAssist Line', 1), ('Toshika 750', 2), ('Thunder line', 2)]",16450.0,81.8,-37.8083448,144.9715553,10,14886.8,Autumn,True,1.1546,"gray deal item like new, few minor scratches but does not affect usability",1.0
ID1449285284,2019-02-10,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2)]",2890.0,62.79,-37.816041799999994,144.982697,15,2519.29,Summer,False,1.1904,"stay away from this phone do. not. buy. this. phone. this is just a waste of money. however, if you need a phone with a really bad battery capacity, or a phone that cannot run any apps, this is the perfect phone for you. the meny layout is very intuitive and easy to use, but still. microsoft, you have a long way to go concerning the phone market.",0.0
ID0387153020,2019-06-02,Thompson,"[('Candle Inferno', 1), ('Toshika 750', 2)]",9070.0,60.85,-37.8061125,144.9430057,15,7770.35,Winter,True,0.8131,"the sound clarity specifically when you want to use speaker phone is quite poor. item did not come with t-mobile sim which was expected. also, it did not arrive in a typical t mobile box so not sure about authenticity. the sound clarity specifically when you want to use speaker phone is quite poor.",0.0
ID1449308597,2019-06-16,Bakers,"[('Universe Note', 2), ('pearTV', 2), ('Alcon 10', 1), ('iAssist Line', 2)]",32920.0,52.33,-37.8168656,144.98795800000002,25,24742.33,Winter,False,0.997,"if getting a good deal is difficult because of condition, it's a waste. buy new period nice phone with no battery",0.0
ID0443302588,2019-02-22,Bakers,"[('Alcon 10', 1), ('Olivia x460', 1), ('Thunder line', 2), ('Toshika 750', 1)]",18855.0,75.8,-37.812529600000005,145.0049281,5,17988.05,Summer,False,0.8981,nice phone overall! great phone for it's pricepoint.,1.0
ID6195295691,2019-09-22,Bakers,"[('Alcon 10', 1), ('Thunder line', 2)]",13310.0,87.04,-37.8250996,145.0100926,5,12731.54,Spring,False,2.1294,nice screen battery life terrible but sound and picture is amazing,1.0
ID4299168269,2019-02-12,Nickolson,"[('iStream', 1), ('Alcon 10', 1), ('iAssist Line', 2)]",13550.0,77.32,-37.809002299999996,144.9613895,25,10239.82,Summer,False,1.2866,tx thanks u,1.0
ID3810929385,2019-03-25,Bakers,"[('Olivia x460', 2), ('pearTV', 1), ('Alcon 10', 2)]",26660.0,66.26,-37.818502,144.9952042,0,26726.26,Autumn,False,0.9469,you get exactly what you expect i love this phone. great buy,1.0
ID0331420064,2019-11-10,Bakers,"[('Universe Note', 2), ('Thunder line', 2), ('Olivia x460', 1), ('Alcon 10', 1)]",21435.0,89.3,-37.8203354,145.0017179,5,20452.55,Spring,True,1.2845,this phone was locked to a pre-paid carrier it is not unlocked and should not have been sold in this condition. not much of a savings for the hassle of trying to get it unlocked.,0.0
ID2935371919,2019-04-08,Bakers,"[('iAssist Line', 1), ('Thunder line', 2), ('Alcon 10', 2), ('Toshika 750', 1)]",28805.0,68.17,-37.825152100000004,144.992233,10,25992.67,Autumn,True,1.7076,"camera quality is bad. already looking for something better it glitches a lot, sometimes won't turn on or i can the hit the buttons but the screen wont appear. camera quality is bad. already looking for something better.",0.0
ID2264456709,2019-03-24,Nickolson,"[('iAssist Line', 1), ('pearTV', 2), ('Thunder line', 2), ('Candle Inferno', 1)]",19635.0,67.35,-37.8257491,144.96021240000002,15,16757.1,Autumn,False,1.1439,"super phone,awesome for the price! own a lg g4,htc m7 & m8,alcon 5s and now a lucent x second gen. love my lucent the best! customized to me, sharp screen,fast,light,easy to set up from old phone. buying my wife a lucent g!",1.0
ID1283637406,2019-02-26,Thompson,"[('Candle Inferno', 2), ('Universe Note', 1)]",4310.0,99.99,-37.8020399,144.9570886,10,3978.99,Summer,True,1.4757,great android! nice size screen and has a great camera!,1.0
ID0144730344,2019-04-29,Nickolson,"[('iStream', 1), ('pearTV', 2), ('Thunder line', 1), ('Alcon 10', 2)]",32850.0,67.08,-37.8190395,144.9583147,0,32917.08,Autumn,False,0.9893,five stars very satisfied with my purchase.,1.0
ID2081997801,2019-05-10,Bakers,"[('Lucent 330S', 1), ('iStream', 2), ('Alcon 10', 1)]",10480.0,62.75,-37.809220700000004,144.991329,0,10542.75,Autumn,True,0.3539,not unlocked as advertised i bought this phone and it is not unlocked for verizon. i had to buy another.,0.0
ID0711331361,2019-11-18,Thompson,"[('Lucent 330S', 1), ('pearTV', 1)]",7540.0,103.44,-37.8064247,144.95719219999998,10,6889.44,Spring,True,1.1298,tablet is a great tool to use the world wide web and check email.,1.0
ID0591431036,2019-01-22,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 2), ('Alcon 10', 1)]",15770.0,50.65,-37.8179605,144.9675503,0,15820.65,Summer,False,0.1896,terrible phone glitchy and malfunctioned constantly. speakers were worthless. my droid razr m was so much better than this phone. i had to return it and get a olivia universe s5.,0.0
ID0107155978,2019-12-31,Nickolson,"[('Thunder line', 1), ('Toshika 750', 1)]",6500.0,88.28,-37.83265120000001,144.9903468,5,6263.28,Summer,False,2.4066,love it i waited so long for this... only complain:camera can be much better then this.,1.0
ID0711357439,2019-08-13,Thompson,"[('Toshika 750', 2), ('Olivia x460', 1)]",9865.0,64.69,-37.8068265,144.9595076,5,9436.44,Winter,True,1.2729,"i purchased this device to use it in my work, and it's really did the job..",0.0
ID0034157905,2019-11-23,Nickolson,"[('Universe Note', 1), ('iAssist Line', 2), ('Olivia x460', 2)]",10350.0,64.8,-37.8072432,144.9687506,0,10414.8,Spring,False,1.2656,the person i got it from gave me a bad device scratches battery doesn't charge and led screan is ... the person i got it from gave me a bad device scratches battery doesn't charge and led screan is brocken,0.0
ID0493873679,2019-03-04,Bakers,"[('Toshika 750', 2), ('Universe Note', 2)]",15540.0,68.33,-37.80023,145.01371880000002,0,15608.33,Autumn,False,1.9559,"great buy. this phone is awesome, very impressive camera & superfast. broke my old s8plus & decided to get the next gen. just popped in my old sim card & the phone automatically transferred everything from my old phone via wifi. super easy. this phone looks & works like new, couldn't find one flaw.",1.0
ID0356452948,2019-05-16,Bakers,"[('iStream', 1), ('Lucent 330S', 1), ('Olivia x460', 1)]",2605.0,66.13,-37.8058105,144.98824130000003,15,2280.38,Autumn,False,0.7714,"cricket i'm happy with my new phone, so nice device, perfect size and quality, package were delivered on sunday just about 3 days after purchase using free shipping. i just took the sim card out of the old phone and inserted in my xiaomi and is working perfectly using cricket wireless.",1.0
ID0493053633,2019-08-17,Bakers,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Toshika 750', 2)]",18020.0,50.38,-37.8045608,144.98783889999999,0,18070.38,Winter,False,0.8882,price range huge! all of the other reviews saying the 64 gb and the 256 gb are the same price are fake the 64 gb is $660 while the 256 gb is $790.,0.0
ID3146808069,2019-04-11,Bakers,"[('pearTV', 2), ('iStream', 2)]",12920.0,80.41,-37.8116972,144.9835727,0,13000.41,Autumn,True,1.0427,not bad decent cheap phone.. need sd card tho for sure .. cannot get pinterest so super bummer..,1.0
ID6245731024,2019-02-13,Nickolson,"[('Alcon 10', 2), ('Thunder line', 1), ('iAssist Line', 2), ('Universe Note', 1)]",27980.0,76.58,-37.810443400000004,144.9768337,15,23859.58,Summer,False,1.1107,the olivia a70 is awesome and worth the price the olivia a70 is awesome i love it . its very fast and i would like to thank the company i made my purchase from.,1.0
ID0777717014,2019-09-26,Thompson,"[('Thunder line', 1), ('Universe Note', 1)]",5630.0,78.09,-37.805561,144.9559188,5,5426.59,Spring,False,1.1102,great phone but the screen scratches easily the phone works and runs great but within a week the screen was very scratched up,1.0
ID0299023726,2019-05-27,Bakers,"[('Thunder line', 2), ('iAssist Line', 2), ('Alcon 10', 1)]",17760.0,65.14,-37.809331799999995,145.0097176,0,17825.14,Autumn,True,1.2761,one star way too scratched up. been dropped a hundred times i'm sending it back,0.0
ID0317903875,2019-05-04,Thompson,"[('iAssist Line', 2), ('Universe Note', 2)]",11350.0,51.36,-37.8083297,144.9584715,10,10266.36,Autumn,False,1.1133,"don't get it it came broken, the microphone hasn't worked since day one. i would suggest not getting it, get a newer pixel, but not this one.",0.0
ID5015518499,2019-12-18,Nickolson,"[('Universe Note', 1), ('Toshika 750', 1)]",7770.0,91.44,-37.8129188,144.9693111,5,7472.94,Summer,True,0.6322,great phone - great value i paid $279.00 and this phone is far better than most $400 phones. it has all the features that you'd expect from a far more expensive phone and the screen and options are great. the battery lasts longer than any other phone that i've had,1.0
ID4875110388,2019-03-12,Thompson,"[('Thunder line', 2), ('Alcon 10', 1)]",13310.0,68.71,-37.8017943,144.94938390000002,0,13378.71,Autumn,False,1.228,easy transition from flip phone my first smart phone. relatively easy to transition to from flip phone. still learning how to use the apps.,1.0
ID0702373603,2019-05-23,Thompson,"[('Toshika 750', 2), ('Universe Note', 2)]",15540.0,66.09,-37.8074005,144.94242519999997,0,15606.09,Autumn,False,0.715,"great, but does not connect to 5ghz wifi great phone but sad since does not connect to 5ghz wifi. returned it due to this.",1.0
ID0163364781,2019-01-26,Thompson,"[('Alcon 10', 1), ('Candle Inferno', 1)]",9380.0,88.9,-37.8137353,144.9522985,25,7123.9,Summer,True,0.4749,"diversity, so many things to see and hear. wealth of information",1.0
ID3777872791,2019-10-03,Thompson,"[('iAssist Line', 2), ('iStream', 2)]",4750.0,99.77,-37.811191,144.94367419999998,0,4849.77,Spring,True,0.3411,"great buy phone came, no scratches and unlocked. seems to be working fine so far",1.0
ID2314545791,2019-07-23,Bakers,"[('Thunder line', 1), ('Universe Note', 2)]",9080.0,62.03,-37.804875,144.9878324,15,7780.03,Winter,True,0.8652,two stars screen wasn't glued properly. had bubbles.,0.0
ID0294620114,2019-07-16,Nickolson,"[('Universe Note', 1), ('Alcon 10', 1)]",12400.0,49.29,-37.8192271,144.96292350000002,10,11209.29,Winter,False,0.587,one star stopped working 4 months after purchase. where is the info on warranty?,0.0
ID2189145381,2019-04-18,Nickolson,"[('pearTV', 2), ('Universe Note', 2), ('iAssist Line', 1), ('iStream', 2)]",22045.0,79.93,-37.8176396,144.9592331,0,22124.93,Autumn,True,0.9135,great phone perfect size for me. phone is fast and does all the things i need it to do.,1.0
ID0594172666,2019-03-21,Nickolson,"[('Olivia x460', 1), ('pearTV', 1)]",7535.0,76.93,-37.8163429,144.965714,25,5728.18,Autumn,True,0.4204,"phone is good quality phone is good, i love it, but when i was checked, without headset...",1.0
ID0387153073,2019-06-04,Thompson,"[('Candle Inferno', 2), ('pearTV', 1), ('Olivia x460', 2), ('iAssist Line', 2)]",14070.0,63.72,-37.8019774,144.9527304,15,12023.22,Winter,True,1.2905,so this thing sucks not many apps work on the digico inferno stick. it is better than the box but still blows chucks.,0.0
ID3212035134,2019-01-03,Thompson,"[('iAssist Line', 1), ('Toshika 750', 1), ('pearTV', 1)]",12855.0,89.19,-37.8090778,144.9490486,15,11015.94,Summer,True,0.4365,"love! great phone, no complaints!",1.0
ID0578061515,2019-04-18,Thompson,"[('Olivia x460', 1), ('iStream', 2), ('Candle Inferno', 1)]",1955.0,67.81,-37.825112100000005,144.9452339,5,1925.06,Autumn,False,1.3940000000000001,best buy for the buck does almost everything a top end phone does very please with this product,1.0
ID6167266591,2019-07-22,Nickolson,"[('pearTV', 1), ('Olivia x460', 2), ('iStream', 1)]",8910.0,49.8,-37.8104749,144.9643799,5,8514.3,Winter,False,1.0119,defective charging port is broken and won't take a full charge,0.0
ID2462381375,2019-03-29,Thompson,"[('Lucent 330S', 2), ('pearTV', 2), ('Universe Note', 1)]",18530.0,86.13,-37.799825,144.9639739,25,13983.63,Autumn,True,2.063,nice phone the phone came early but it was clearly used with all the scratches. i enjoy the phone though and it was easy to transfer over to.,1.0
ID0026034627,2019-08-22,Thompson,"[('iAssist Line', 1), ('Thunder line', 2), ('Lucent 330S', 1), ('pearTV', 1)]",14125.0,78.47,-37.807229299999996,144.9534308,25,10672.22,Winter,True,0.8248,"temporary phone battery dies fast, screen gets stuck, i’ve seen the phone do weird stuff and my friend say “ send it back” i just don’t have time to deal with it. it is what it is.",1.0
ID4975504806,2019-02-16,Bakers,"[('Lucent 330S', 1), ('Thunder line', 1)]",3410.0,102.05,-37.8197689,145.01065590000002,5,3341.55,Summer,True,1.7387,"looks, feels like new. it might be truely a new phone. just got it for 24 hours. looks new for me. works well with t mobile and lte. also, ok with my old 64 g sd card. i dont know if the phone is truely a new one. i will update my review if i get any issues.",1.0
ID0579402725,2019-08-29,Nickolson,"[('iAssist Line', 2), ('Thunder line', 1), ('Alcon 10', 2), ('Olivia x460', 2)]",26980.0,74.47,-37.81892929999999,144.9735523,5,25705.47,Winter,True,0.3538,five stars thank you,1.0
ID2757574079,2019-05-23,Bakers,"[('iAssist Line', 1), ('iStream', 2), ('Olivia x460', 1), ('Lucent 330S', 2)]",6210.0,77.55,-37.810483500000004,144.9959702,15,5356.05,Autumn,True,0.0846,great buy yes everything was perfect the phone works great,1.0
ID6167440990,2019-01-31,Nickolson,"[('Lucent 330S', 1), ('iStream', 2), ('Candle Inferno', 2)]",2390.0,77.96,-37.8132527,144.96255109999998,25,1870.46,Summer,True,0.8559,came with a broken stylus... screen is ... came with a broken stylus... screen is overly sensitive and there is nothing i can do in the operating system. i contacted the seller... to no avail.,0.0
ID0242532853,2019-01-29,Nickolson,"[('Thunder line', 1), ('Toshika 750', 2), ('iStream', 2)]",11120.0,93.35,-37.799356700000004,144.97274819999998,25,8433.35,Summer,True,2.1599,got defect product got defect product,0.0
ID0034157905,2019-07-12,Nickolson,"[('Alcon 10', 1), ('Thunder line', 2)]",13310.0,66.85,-37.8072432,144.9687506,5,12711.35,Winter,False,1.2656,excellent phone - great price this note 3 works great. came as described. i've missed my note 3 and was glad to find this one at a great price. i highly recommend buying from this seller.,1.0
ID0714724461,2019-06-04,Nickolson,"[('Olivia x460', 2), ('iStream', 1), ('Candle Inferno', 1)]",3030.0,77.77,-37.818185799999995,144.975564,5,2956.27,Winter,True,0.5307,great product. works well,1.0
ID0575379893,2019-03-05,Nickolson,"[('Universe Note', 2), ('pearTV', 1), ('Olivia x460', 1)]",14435.0,79.27,-37.819993700000005,144.9824617,5,13792.52,Autumn,True,1.1459,"i love this phone i love this phone, i had some issues in the beginning but i was contacted quickly and i'm very pleased with the phone and the service i received.",1.0
ID1725216333,2019-11-02,Thompson,"[('iStream', 2), ('Thunder line', 1), ('Alcon 10', 2)]",20380.0,84.06,-37.8010997,144.9607876,5,19445.06,Spring,False,1.7651,battery best phone i've ever owned.,1.0
ID0245537625,2019-07-13,Nickolson,"[('Toshika 750', 1), ('Olivia x460', 2)]",6770.0,67.1,-37.811034,144.9649253,25,5144.6,Winter,False,0.9348,"4-1/2 years! i have had this model phone for 4-1/2 years and only now the battery is beginning to fail. fantastic little phone that doesn't drop calls, can stick in a pocket or purse easily, does exactly what it is supposed to do at an unbeatable price. refill for $100 and get a bonus $5.",1.0
ID0593991656,2019-10-03,Nickolson,"[('Universe Note', 1), ('Thunder line', 2)]",7810.0,98.7,-37.8152976,144.9661142,15,6737.2,Spring,True,0.4755,good product bought it as a christmas gift. i will be purchasing another one soon.,1.0
ID0248746680,2019-06-17,Bakers,"[('iStream', 2), ('Lucent 330S', 2), ('pearTV', 1)]",9070.0,62.19,-37.81638579999999,144.9911876,25,6864.69,Winter,True,0.7953,phone could not get turned on by carrier,0.0
ID1463620999,2019-10-01,Bakers,"[('Thunder line', 2), ('pearTV', 2)]",16980.0,78.22,-37.8186136,144.9991629,0,17058.22,Spring,False,1.0197,so far its a good phone this is my first smartphone and so far its been a great one. i like that it includes gorilla glass to prevent scratches. although it does come with a fair amount of unneeded apps that are google related.,1.0
ID4391665567,2019-10-02,Nickolson,"[('iStream', 1), ('Olivia x460', 1)]",1375.0,79.01,-37.811976200000004,144.96376809999998,0,1454.01,Spring,False,0.8952,"ok phone nice cell phone , not super good but ok to use the gadgets",1.0
ID4716795572,2019-12-28,Thompson,"[('Universe Note', 2), ('iStream', 1), ('Lucent 330S', 1), ('Thunder line', 2)]",12640.0,75.47,-37.8190521,144.9525961,10,11451.47,Summer,False,0.8605,it’s like new phone! great product work like a new phone,1.0
ID0299027313,2019-10-26,Bakers,"[('Alcon 10', 2), ('Lucent 330S', 2), ('iStream', 1)]",20510.0,108.7,-37.800698499999996,145.01011210000001,5,19593.2,Spring,True,1.6685,the thunder is wonderful but i'm still learning how to use it. music requests are somewhat limited.,1.0
ID3171517001,2019-11-22,Thompson,"[('Universe Note', 2), ('Olivia x460', 2), ('Thunder line', 2)]",13710.0,108.6,-37.8038953,144.9617879,0,13818.6,Spring,True,1.6219,"i purchased this as a gift for my wife and she loves it. she has an older candle, and she can't believe how much better the oasis is.",1.0
ID0847532233,2019-09-13,Nickolson,"[('Universe Note', 1), ('pearTV', 1), ('iAssist Line', 1)]",11985.0,96.67,-37.821267,144.9669644,25,9085.42,Spring,True,0.3744,"i love my thunder line!  the price i paid during gold day was comparable to buying a new digital clock with the bells and whistles, but this does so much more.  i can play music, set alarms, call friends, play games, set timers...the list goes on and on.  definitely worth the money.",1.0
ID6167417902,2019-05-26,Thompson,"[('Toshika 750', 2), ('Olivia x460', 1), ('Lucent 330S', 1)]",11095.0,77.02,-37.8170244,144.9530683,0,11172.02,Autumn,True,0.7162,five stars love this phone and i’m a die heart alcon user,1.0
ID6167278767,2019-11-29,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 2), ('iAssist Line', 1), ('Olivia x460', 1)]",23810.0,98.58,-37.813289700000006,144.9514657,25,17956.08,Spring,True,0.3927,price clean,1.0
ID0144720250,2019-12-21,Nickolson,"[('Olivia x460', 2), ('Alcon 10', 2), ('iStream', 1)]",20500.0,75.77,-37.819967,144.9572895,10,18525.77,Summer,False,1.089,this is so much easier to travel with than the lap top.,1.0
ID2384097340,2019-03-01,Thompson,"[('Alcon 10', 2), ('Olivia x460', 1), ('Lucent 330S', 1), ('Toshika 750', 1)]",24675.0,79.94,-37.810106,144.9555752,15,21053.69,Autumn,True,0.8008,three stars it's quite a nice unit but the pictures are what you expect on a cheap phone,1.0
ID0777710193,2019-03-05,Thompson,"[('pearTV', 1), ('Lucent 330S', 1)]",7540.0,79.4,-37.805741999999995,144.9552312,25,5734.4,Autumn,True,1.0539,celular perfecto,1.0
ID1728560657,2019-03-04,Thompson,"[('Lucent 330S', 2), ('iAssist Line', 1)]",4685.0,67.3,-37.822348999999996,144.9394121,15,4049.55,Autumn,False,1.2702,"good phone. phone is exactly as expected. fast, beautiful. i wasn't interested in the fingerprint reader, but since it's there it would be nice if it worked. i'll try to set it up again, but i did as instructed and it invariably fails.",1.0
ID4716795159,2019-04-11,Thompson,"[('iAssist Line', 1), ('pearTV', 1), ('iStream', 1)]",8685.0,79.22,-37.8188927,144.9530801,10,7895.72,Autumn,True,0.8711,bought 2 of these tablets for my kids. they love them and easy to use.,1.0
ID3775020764,2019-06-10,Bakers,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",18150.0,66.4,-37.8076501,144.9836197,15,15493.9,Winter,False,1.0541,price and specs amazing phone and specs for the price.,1.0
ID6167236657,2019-02-20,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 2), ('iAssist Line', 1)]",24445.0,57.4,-37.811453,144.96467009999998,0,24502.4,Summer,False,0.9035,"locked, not usable. charged me for return. the device that arrived was locked and unusable. the phone is advertised as unlocked. recell accepted the return but i had to pay the $14 in shipping to correct their mistake. not a professional approach. not worth the time and effort.",0.0
ID0597547958,2019-06-09,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 2), ('Alcon 10', 2), ('iStream', 1)]",27920.0,64.25,-37.815093299999994,144.96559219999997,10,25192.25,Winter,False,0.5226,five stars wonderful phone. it is great.,1.0
ID6167489436,2019-07-14,Thompson,"[('Alcon 10', 1), ('iAssist Line', 2)]",13400.0,67.19,-37.812045700000006,144.9594573,5,12797.19,Winter,False,1.0917,i it was great,1.0
ID4716795387,2019-02-19,Thompson,"[('iAssist Line', 1), ('iStream', 1)]",2375.0,95.14,-37.819080299999996,144.95353319999998,5,2351.39,Summer,True,0.912,as described works great! unlocked and easy to work with.,1.0
ID4315827367,2019-01-10,Bakers,"[('iAssist Line', 2), ('Universe Note', 1), ('Olivia x460', 1)]",9125.0,75.73,-37.8126689,145.0002816,0,9200.73,Summer,True,0.5345,two stars product kept randomly shutting down and restarting. had to return.,0.0
ID6167417929,2019-05-24,Thompson,"[('Thunder line', 2), ('Lucent 330S', 2), ('iStream', 2)]",7120.0,64.69,-37.8155523,144.9581987,10,6472.69,Autumn,False,1.0299,four stars you have nothing to loose everything is good with this phone except the picture quality,1.0
ID6237546434,2019-12-18,Bakers,"[('Olivia x460', 2), ('Universe Note', 1), ('Thunder line', 2)]",10260.0,61.53,-37.8009019,145.0041125,5,9808.53,Summer,False,1.2786,"feel ripped off and deceived returning this phone, got a verizon version, i have metro pcs why would i verizon bloat on my phone, not to mention it is geared to cdma. it does will not work as well as a unlocked gsm phone already tried that with a verizon olivia note. also should have been told what i would have been receiving, feel very decieved.",0.0
ID0373646015,2019-10-11,Thompson,"[('pearTV', 2), ('Universe Note', 1)]",16070.0,67.72,-37.809039899999995,144.9291498,5,15334.22,Spring,False,1.6269999999999998,"charger not working for phone this product probably came from china or who knows where. a converter plug came with it that does not work, therefore it has no charger basically.",0.0
ID2696446375,2019-04-19,Bakers,"[('Universe Note', 1), ('iAssist Line', 1), ('Alcon 10', 2)]",23575.0,81.13,-37.8117628,144.985371,25,17762.38,Autumn,True,0.8892,"a very good choice of prepaid phones a vast improvement over my previous prepaid phone. the phone has clear sound, good volume, and excellent viewing area.",1.0
ID0361227444,2019-10-23,Bakers,"[('Candle Inferno', 2), ('Toshika 750', 1), ('iStream', 1), ('pearTV', 1)]",11640.0,84.6,-37.8006222,144.97699550000002,10,10560.6,Spring,False,1.9135,"s6edge+ is the g.o.a.t this phone is awesome! the quality,the beauty, it's one hell of a headturner.",1.0
ID0387152982,2019-07-01,Thompson,"[('Universe Note', 1), ('Candle Inferno', 1)]",3880.0,76.14,-37.80567,144.9449191,5,3762.14,Winter,True,0.8022,good price and elegant looking. thumbs up! it's very pretty phone. cool color. simple but elegant looking. i really love it.,1.0
ID6167489381,2019-02-15,Thompson,"[('iAssist Line', 2), ('Thunder line', 2), ('Toshika 750', 2), ('Candle Inferno', 2)]",18310.0,75.03,-37.8098351,144.958525,25,13807.53,Summer,False,1.0559,"this was a perfect gift for my friend. obsessed with reading and has been perfect for starting a greater library of books... very easy to use and extremely affordable. very happy with this purchase, and will buy more for family and friends!",1.0
ID0076459338,2019-07-09,Thompson,"[('Candle Inferno', 1), ('iStream', 2), ('Universe Note', 2), ('pearTV', 1)]",13940.0,68.7,-37.80595170000001,144.9335112,10,12614.7,Winter,False,1.4077,phone is as described. no issues connecting with carrier. everyrhing was good. no issues connecting with sprint. only issue was back cover was a little unglued but overall everyrthing is good so far.,1.0
ID0255061151,2019-11-06,Nickolson,"[('Alcon 10', 2), ('iStream', 2)]",18200.0,103.56,-37.8086179,144.97099619999997,10,16483.56,Spring,True,1.1179,five stars good,1.0
ID3543024079,2019-09-21,Thompson,"[('iAssist Line', 2), ('Toshika 750', 1), ('Alcon 10', 2)]",26670.0,100.99,-37.81189929999999,144.9564023,25,20103.49,Spring,True,0.8253,three stars great phone but i'm having issues receiving messages sometimes i have to restart it in order to receive them,1.0
ID6167266589,2019-08-17,Nickolson,"[('Candle Inferno', 2), ('Thunder line', 1)]",3040.0,63.38,-37.810661200000006,144.96445409999998,15,2647.38,Winter,True,0.9904,one star phone craped out on me after 4 months and digico wouldn't help me,0.0
ID0248746934,2019-06-29,Bakers,"[('Thunder line', 2), ('iStream', 2), ('pearTV', 1)]",10970.0,82.17,-37.823378600000005,144.994316,10,9955.17,Winter,True,1.4919,s10e thanks so much,1.0
ID0036824732,2019-06-15,Thompson,"[('Lucent 330S', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",10730.0,65.29,-37.8252974,144.94705259999998,15,9185.79,Winter,True,1.4053,one star malo,0.0
ID3830161559,2019-03-07,Bakers,"[('Olivia x460', 1), ('Lucent 330S', 2), ('pearTV', 2), ('Universe Note', 1)]",19755.0,64.14,-37.8070606,144.9950331,5,18831.39,Autumn,False,0.3272,a+ phone coming from gs8 just got the phone yesterday and i'm loving it so far this is my first toshika phone ever and it just looks and feels like a high end device it performer's smooth and fast. 4k hdr and ps4 remote play are big plus in my opinion,1.0
ID0130040038,2019-06-04,Thompson,"[('Alcon 10', 2), ('iAssist Line', 1)]",20125.0,79.65,-37.804877399999995,144.9358409,10,18192.15,Winter,True,1.3146,i am very pleased with my purchase the tablet is a great project is there a product is very versatile,1.0
ID0591434144,2019-03-01,Nickolson,"[('Candle Inferno', 1), ('Toshika 750', 2), ('iAssist Line', 2)]",13520.0,62.36,-37.818661299999995,144.9678091,5,12906.36,Autumn,True,0.1534,never buy this. very disappointed. it should be free. too bad condition.,0.0
